judul,isi,tanggal,kategori
"Kemenag Bantah Dugaan Modus Pembatalan Jemaah Haji Khusus, Singgung Alasan Dinas dan Keluarga","JAKARTA, KOMPAS.com – Kementerian Agama (Kemenag) membantah adanya dugaan modus sengaja membatalkan calon jemaah haji khusus yang sebelumnya telah melunasi biaya perjalanan. Bantahan ini muncul setelah Panitia Khusus (Pansus) Haji DPR mencurigai ada ketidaksesuaian dalam proses pembatalan tersebut, terutama karena jumlah jemaah haji khusus yang batal mencapai 2.767 orang. Dalam rapat Pansus Haji yang digelar di kompleks MPR/DPR RI, Jakarta, Senin (9/9/2024), Direktur Bina Umrah dan Haji Khusus Kemenag, Jaja Jaelani, menjelaskan pembatalan sejumlah calon jemaah haji khusus ini tidak selalu disebabkan oleh sakit permanen atau kematian. Sebab hal itu menurut aturan menjadi dasar utama pembatalan haji. Baca juga: Ada Jemaah Haji Khusus Bayar Rp 1,1 Miliar, Pansus Haji: Ini Adil Enggak, di Mana Peran Kemenag? Jaja menegaskan terdapat beberapa calon jemaah yang membatalkan keberangkatannya karena alasan dinas atau kepentingan keluarga. “Dari laporan yang kami terima, selain faktor sakit atau meninggal dunia, ada calon jemaah yang terpaksa membatalkan karena kepentingan dinas atau alasan keluarga,” kata Jaja. Pernyataan ini muncul setelah Ketua Pansus Haji, Nusron Wahid, mempertanyakan alasan 2.767 calon jemaah yang membatalkan haji khusus mereka. Menurut Nusron, aturan yang berlaku hanya memperbolehkan pembatalan bagi jemaah yang meninggal atau mengalami sakit permanen. “Kami ingin tahu apakah dalam pembatalan tersebut sudah disertakan bukti-bukti seperti surat keterangan meninggal atau surat sakit permanen. Karena sesuai aturan, hanya dua kondisi itu yang bisa membatalkan keberangkatan,” kata Nusron. Jaja pun mengakui dalam beberapa kasus, jemaah membatalkan haji karena alasan lain di luar ketentuan tersebut. Namun, dia menegaskan laporan pembatalan selalu didasarkan pada data yang dilaporkan oleh Penyelenggara Ibadah Haji Khusus (PIHK). Baca juga: Curiga Ada Gratifikasi, Anggota Pansus Haji Minta KPK Dilibatkan “Kami mendapatkan informasi dari PIHK bahwa ada calon jemaah yang batal karena tidak siap berangkat atau karena alasan lain seperti dinas atau keluarga. Kami juga meminta PIHK untuk melengkapi data dan dokumen pendukung agar tidak terjadi kesalahpahaman,” ujar Jaja. Akan tetapi, Pansus Haji tetap curiga adanya dugaan modus dalam proses pembatalan ini. Anggota Pansus Haji, Saleh Daulay, menimpali dengan menyebutkan jika alasan pembatalan adalah dinas atau keluarga, maka hal itu tidak sesuai dengan aturan yang berlaku. “Kita ingin memastikan bahwa aturan ini diikuti dengan benar. Kalau alasannya karena dinas atau keluarga, berarti ini di luar ketentuan yang ada. Ini perlu ditelusuri lebih lanjut agar tidak ada penyalahgunaan atau manipulasi data,” kata Saleh. Kemenag berjanji akan memberikan bukti-bukti pendukung terkait alasan pembatalan jemaah haji khusus ini, termasuk surat keterangan sakit permanen atau meninggal dunia bagi yang sesuai ketentuan. Selain itu, Kemenag juga menegaskan akan terus memantau agar tidak ada pelanggaran aturan dalam pelaksanaan ibadah haji khusus. Baca juga: Pansus Haji Curiga Ada Modus Sengaja Membatalkan Calon Jemaah Haji Khusus di 2024 “Kami akan menyampaikan bukti-bukti yang diperlukan dan memastikan bahwa proses pembatalan ini sesuai dengan ketentuan yang berlaku. Kami juga akan terus memperbaiki sistem pengelolaan haji khusus agar lebih transparan,” ucap Jaja. ","Kompas.com - 10/09/2024, 08:06 WIB",Nasional
"Uniknya Warung Kerek di Tepi Sungai Cipakancilan Bogor, Pengunjung Pesan dari Seberang Sungai","BOGOR, KOMPAS.com - Ditepi Sungai Cipakancilan, tepatnyaJalan Mantarena, Kota Bogor, terdapat sebuah warung yang menawarkan pengalaman berbeda bagi para pengunjung. Dalam menyajikan makanan, pemilik warung menggunakan wadah plastik yang digantung di kerekan yang membentang di atas sungai. Sementara, pengunjung menunggu makanan mereka datang dari seberang sungai. Adapun menu makanan ditempel di tiang seberang warung. Ada macam-macam menu, mulai dari ayam kangkung, mie tek-tek, nasi goreng, nasi timbel, hingga martabak. Dari seberang sungai, pengunjung bisa memesan makanan dengan berteriak atau menuliskan pesanan di secarik kertas yang sudah disediakan, lalu diletakkan ke wadah plastik. Selanjutnya, wadah tersebut akan ditarik oleh pemilik warung. Baca juga: Warung Kerek di Bogor, Konsep Unik dan Menu Lezat Tarik Pengunjung hingga Tengah Malam Setelah selesai dibuat, makanan akan diletakkan di wadah untuk dikerek kembali ke pembeli. Itulah gambaran ""warung kerek"" Dapoer Amah Alea, milik warga Kota Bogor bernama Evi (53). Dari kejauhan, para pembeli bisa menyaksikan langsung Evi dengan cekatan mengolah pesanan di dapur terbukanya. Evi memang sengaja menjadikan halaman depan rumahnya sebagai tempat meramu makanan. Tujuannya, supaya aroma masakannya tercium oleh orang-orang yang melintas. “Saya sengaja buat dapur dan masaknya di depan, biar kalau waktu masak ada aromanya, kecium sama orang-orang dan mampir beli,” ujar Evi saat diwawancarai Kompas.com, Senin (10/9/2024). Evi bercerita, usahanya ini dirintis dari nol. Evi yang memang gemar memasak tak ingin menyia-nyiakan keahliannya. Sejak dibuka pada 24 Agustus 2024, kata Evi, warung tak pernah sepi pengunjung hingga saat ini. Warung kerek milik Evi ini buka setiap hari, mulai pukul 07.00 WIB hingga malam. Evi bilang, ia kerap kali melayani pembeli hingga pukul 01.00 WIB. “Sampai sekarang alhamdulillah terus ramai. Pada saat mau tutup sampai jam 01.00 WIB malam masih ada pengunjung datang,” ungkap Evi. Baca juga: Warung Unik di Tepi Sungai Cipakancilan Bogor, Sajikan Makanan lewat Kerekan Warung ini juga didukung oleh Pemerintah Kota Bogor melalui program Gerobak Sae Pisan. Program tersebut menyulap wilayah sekitar warung menjadi kampung wisata, membantu usaha kecil Evi berkembang pesat. Bukan cuma pengalaman unik, warung milik Evi juga menawarkan makanan dengan harga terjangkau, mulai dari Rp 5.000 hingga Rp 18.000. Dengan konsep unik dan harga bersahabat, Evi dapat meraup keuntungan hingga Rp 1 juta dalam sehari. “Kalau sedang sepi sekitar Rp 500.000 tetapi kalau ramai bisa sampai Rp 1 juta,” tutur Evi. ","Kompas.com - 10/09/2024, 07:56 WIB",Megapolitan
JK Imbau Pendukung Anies Tidak Golput pada Pilkada Jakarta 2024,"JAKARTA, KOMPAS.com - Mantan Wakil Presiden Republik Indonesia, Jusuf Kalla (JK), mengimbau para pendukung Anies Baswedan agar tidak golput dalam Pemilihan Kepala Daerah (Pilkada) DKI Jakarta 2024. Kalla meminta para pendukung Anies untuk tetap menggunakan hak pilihnya meskipun jagoan mereka tidak dapat berkontestasi. ""Jangan golput, tetaplah memilih. Meski Anies tidak maju, masih ada figur-figur lain yang layak dipertimbangkan,"" kata JK di kediamannya di Jalan Brawijaya, Jakarta Selatan, saat menerima kunjungan pasangan calon gubernur-calon wakil gubernur Pramono Anung-Rano Karno, Senin (9/9/2024). JK menyoroti pentingnya menjaga proses demokrasi dengan memberikan suara kepada calon yang dinilai terbaik. Baca juga: Pramono: Saya Datang ke Pak JK Bukan Urusan Dukung Mendukung Ia yakin, setelah mengetahui kapasitas dan gagasan calon seperti Pramono Anung, para pendukung Anies dapat memilih dengan kepala dingin. Menurutnya, emosi politik wajar, tetapi tetap harus dihadapi dengan rasional. ""Bagi saya, Pramono Anung adalah salah satu figur yang mumpuni. Beliau punya wawasan dan kemampuan yang bisa memimpin Jakarta ke arah yang lebih baik,"" kata JK. Lebih lanjut, Kalla juga menekankan pentingnya menjaga suara agar tidak jatuh pada pilihan yang tidak sah, seperti mencoblos ketiga pasangan calon yang bertarung. Baginya, pilihan yang tepat akan membawa dampak besar bagi Jakarta ke depan. ""Jangan sampai suaranya tidak sah. Pilih yang terbaik karena ini akan memengaruhi masa depan Jakarta,"" ucap JK. Baca juga: Pesan JK ke Pramono Anung: Memimpin Jakarta Harus Tenang, Santun dan Berani Imbauan JK diharapkan bisa mengurangi potensi golput dan memastikan setiap suara tetap berharga dalam Pilkada DKI Jakarta 2024. ","Kompas.com - 10/09/2024, 07:45 WIB",Nasional
"Ada Jemaah Haji Khusus Bayar Rp 1,1 Miliar, Pansus Haji: Ini Adil Enggak, di Mana Peran Kemenag?","JAKARTA, KOMPAS.com - Anggota Panitia Khusus (Pansus) Haji DPR RI Saleh P Daulay sangat kecewa dengan Kementerian Agama (Kemenag) karena tidak memiliki peran dalam menciptakan rasa keadilan bagi calon jemaah haji. Pasalnya, tidak menentukan batas atas biaya yang harus dibayarkan calon jemaah haji khusus. Sehingga, Penyelenggara Ibadah Haji Khusus (PIHK) atau travel haji bisa mematok biaya tinggi bagi calon jemaah haji khusus. Sehingga akhirnya, bisa saja merusak sistem antrean calon haji yang sudah ada. Dalam rapat pansus haji bersama Direktur Bina Umrah dan Haji Khusus Kementerian Agama (Kemenag) Jaja Jaelani pada Senin (9/9/2024) malam, Saleh mengungkapkan, ada yang membayar sampai Rp 1,1 miliar untuk naik haji lewat jalur kuota haji khusus. “Saya bacakan pesan anggota Komisi VIII, dia bilang ini bukti pelunasan biaya haji dengan travel ini ini ini untuk dipergunakan sebagaimana mustinya. Bapak tahu dia bayar berapa? Dia bayar 71.700 dollar Amerika Serikat (AS),” ujar Saleh dikutip dari YouTube TVR Parlemen, Senin. Baca juga: Pansus Haji Curiga Ada Modus Sengaja Membatalkan Calon Jemaah Haji Khusus di 2024 “Kalau saya kalikan Rp 16.000 itu Rp 1.147.200.000. Ini adil enggak sih? Di mana peran Kemenag di sini? Ini orang mau masuk surga harus bayar ini sekarang. Ini apa loh, apa-apaan haji sampai Rp 1,1 miliar gini, yang (haji) furoda saja enggak sampai segini,” katanya lagi.  Sebelumnya, Jaja menjelaskan bahwa Kemenag menetapkan bahwa setoran awal pelunasan setoran awal bagi calon jemaah haji khusus 4.000 dollar AS. Lalu, pelunasannya sebesar 4.000 dollar AS. Oleh karena itu, Jaja mengatakan, Kemenag menetapkan biaya bagi calon haji khusus sebesar 8.000 dollar AS. “Kita hanya menentukan batas minimalnya. Batas atasnya kita tidak menentukan. Enggak ada itu dalam undang-undang,” kata Jaja. Baca juga: Curiga Ada Gratifikasi, Anggota Pansus Haji Minta KPK Dilibatkan Sementara itu, menurut Jaja, besaran yang akhirnya dibayar calon jemaah haji khusus dengan PIHK adalah kesepakatan di antara mereka. “Batas atas (biaya) kesepakatan antara jemaah dan PIHK,” ujar Jaja. Dalam rapat, Pansus Haji memang mencecar Jaja Jaelani perihal 3.503 jemaah haji tahun 2024 yang langsung berangkat. Padahal, lumrahnya ada masa tunggu sehingga seharusnya berangkat pada 2031. Jaja pun menjawab bahwa calon jemaah haji tersebut memang seharusnya berangkat pada tahun 2030-an. Baca juga: Pansus Haji Cecar Kemenag soal 3.503 Haji Khusus Tahun 2024 yang Berangkat Tanpa Waktu Tunggu Namun, dia mengungkapkan, masih tersisa sekitar 4.000-an kuota haji khusus sehingga dimintakan kepada PIHK untuk mengisi kuota tersebut. “Di dalam pengisian kuota, saya sampaikan kepada PIHK kuota tambahan setelah diisi dari kuota 10.000. Yang nomor urut itu kan sebanyak 9.400 jadi masih ada 4.000,” kata Jaja. Terkait calon haji yang nol tahun atau langsung berangkar, menurut Jaja, PIHK menginformasikan bahwa banyak calon jemaah dalam antrean yang tidak siap. Oleh karenanya, calon jemaah haji khusus yang berangkat mengikuti sistem antrean pada PIHK. “Kami sudah sampaikan ke PIHK silakan diisi nomor berikutnya tapi nampaknya tidak semua jemaah yang nomor berikut itu tidak mengisi Pak. Enggak ada yang siap mereka bilang. Dari tidak kesiapan itu, mereka ikuti nomor antrean di PIHK,” ujarnya. Hal tersebut menurut Pansus Haji janggal pasalnya sudah ada nomor antrean berdasarkan siskohat (Sistem Informasi dan Komputerisasi Haji Terpadu). Baca juga: Pansus Haji Sarankan Cabut Izin PIHK yang Belum Serahkan Data Jemaah Haji Khusus yang Berangkat ","Kompas.com - 10/09/2024, 07:45 WIB",Nasional
Suswono Mengaku Tak Tahu Saat Ahmad Sahroni Ditunjuk Jadi Ketua Tim Pemenangannya,"JAKARTA, KOMPAS.com - Bakal calon wakil gubernur (bacawagub) Jakarta Suswono mengaku tak tahu soal penunjukan Bendahara Umum Partai Nasdem, Ahmad Sahroni, sebagai ketua tim pemenangannya pada Pemilihan Kepala Daerah (Pilkada) Jakarta 2024. ""Saya kemarin (Minggu, 8 September) tuh seharian di lapangan. Jadi saya tidak tahu persis (penunjukan Sahroni jadi ketua tim pemenangan). Bahkan, ketika mendengar nama Pak Sahroni pun tahu dari media,"" ungkap Suswono di Kampung Melayu, Jakarta Timur, Senin (9/9/2024), dikutip dari video YouTube Kompas TV. Suswono berujar, dirinya juga tak tahu mengenai alasan Sahroni mundur sebagai Ketua Tim Pemenangan Ridwan Kamil-Suswono. Baca juga: Mundurnya Ahmad Sahroni dari Ketua Tim Pemenangan Ridwan Kamil-Suswono Setelah Baru Sehari Ditunjuk... Namun, ia menganggap bahwa hal tersebut sudah dikomunikasikan ke Koalisi Indonesia Maju (KIM) Plus selaku koalisi yang mengusung Ridwan Kamil dan dirinya. ""Saya belum tahu persis (alasan Sahroni mundur). Pasti semua itu dibicarakan di koalisi, koalisi KIM Plus,"" jelasnya. Lebih lanjut, Sahroni meyakini sosok yang nantinya kembali dipilih untuk menjadi ketua tim pemenangannya merupakan orang yang terbaik. ""Siapa pun nanti yang menjadi ketua (tim pemenangan) itu pasti yang terbaik untuk KIM Plus, untuk koalisi kita,"" imbuhnya. Sebelumnya, Ahmad Sahroni ditunjuk menjadi ketua tim pemenangan Ridwan Kamil-Suswono pada Pilkada Jakarta 2024 setelah melalui kesepakatan anggota partai Koalisi Indonesia Maju (KIM) Plus. ""Gabungan partai koalisi KIM Plus menunjuk Ahmad Sahroni menjadi Ketua Tim Pemenangan RK-Suswono di DKI Jakarta,"" ujar Ketua Harian Partai Gerindra Sufmi Dasco Ahmad dalam keterangannya, Minggu (8/9/2024). Baca juga: Batal Jadi Ketua Tim Sukses RK-Suswono, Sahroni: Ada Penugasan Lain Namun, baru sehari ditunjuk, Sahroni malah mundur dari Ketua Tim Pemenangan Ridwan Kamil-Suswono karena mendapatkan tugas lain dari Ketua Umum Partai Nasdem Surya Paloh. Sahroni mengatakan, ia ditugaskan Surya Paloh untuk membantu kader internal Nasdem dalam kontestasi Pilkada 2024. ""Ya dari partai ada penugasan lain, masih urus seputar pilkada juga, tapi untuk membantu kader internal Nasdem,"" ujar Sahroni dalam keterangannya, Senin. ","Kompas.com - 10/09/2024, 07:36 WIB",Megapolitan
Peraturan Baru Menteri LHK: Pejuang Lingkungan Tak Bisa Dituntut dan Dibalas,"JAKARTA, KOMPAS.com - Pemerintah melalui Kementerian Lingkungan Hidup dan Kehutanan (KLHK) menerbitkan Peraturan Menteri Nomor 10 Tahun 2024 yang memberikan perlindungan hukum bagi para pejuang lingkungan hidup secara lebih merinci. Dalam aturan ini, individu dan kelompok yang memperjuangkan hak atas lingkungan hidup yang baik dan sehat mendapatkan jaminan hukum dari ancaman tuntutan pidana dan gugatan perdata. Peraturan ini diambil sebagai langkah nyata untuk mendukung perjuangan para aktivis, organisasi lingkungan, akademisi, serta masyarakat adat yang sering terlibat dalam advokasi lingkungan. Baca juga: Kisah Benji Si Aktivis Lingkungan Cilik, Bangun Pagi untuk Bersihkan Sampah di Bundaran HI Mereka yang aktif melaporkan atau memprotes pencemaran lingkungan kini dilindungi dari berbagai bentuk tindakan balasan, termasuk kriminalisasi dan kekerasan. Menurut pasal 2 peraturan tersebut, setiap orang atau organisasi yang memperjuangkan lingkungan hidup secara sah dijamin tidak dapat dituntut. Hal ini mencakup individu, kelompok masyarakat, organisasi lingkungan, akademisi, hingga badan usaha. Ini merupakan implementasi dari Pasal 66 Undang-undang Nomor 32 Tahun 2009 tentang Perlindungan dan Pengelolaan Lingkungan Hidup yang sebelumnya telah mengatur hal tersebut. Baca juga: Aksi Heroik Aktivis Lingkungan Adang Motor yang Terobos Jalur Sepeda di Jalan Djuanda Bogor Peraturan menteri ini memperkuat dan memberi sejumlah rincian, termasuk definisi terkait siapa saja pihak-pihak yang dapat disebut sebagai pejuang lingkungan hidup. Beleid ini juga mengatur larangan atas segala bentuk tindakan pembalasan yang seringkali diterima oleh para pejuang lingkungan, melalui pasal 5. Pada pasal itu, disebutkan jenis tindakan pembalasan bisa berupa pelemahan partisipasi publik, ancaman, somasi, hingga gugatan perdata. Selain itu, ancaman fisik dan psikis kepada aktivis serta keluarganya juga menjadi bagian tindak pembalasan yang dilarang keras. KLHK melalui peraturan yang sama juga menegaskan bahwa pejuang lingkungan yang menghadapi tindakan pembalasan akan mendapatkan bantuan hukum yang difasilitasi oleh negara. Baca juga: Kritik WWF Ke-10 Bali 2024, Diskusi Aktivis Lingkungan Dibubarkan Ormas  Pasal 8 beleid itu menekankan pentingnya penanganan kasus pembalasan dan pemberian perlindungan hukum kepada pejuang lingkungan yang menghadapi tindakan pembalasan. Selain penanganan, peraturan ini juga mengatur tentang pencegahan terjadinya tindakan pembalasan terhadap pejuang lingkungan. Langkah-langkah pencegahan itu meliputi penguatan kapasitas aparat penegak hukum, pembentukan forum komunikasi, serta pengawasan oleh pemerintah daerah agar setiap pelanggaran lingkungan dapat segera ditindaklanjuti. ","Kompas.com - 10/09/2024, 07:34 WIB",Nasional
Pengadilan Tinggi Jakarta Putuskan Nasib Banding SYL Hari Ini,"JAKARTA, KOMPAS.com - Pengadilan Tinggi (PT) DKI Jakarta bakal menggelar sidang putusan banding perkara mantan Menteri Pertanian (Mentan), Syahrul Yasin Limpo (SYL), Selasa (10/9/2024) pagi. SYL merupakan terdakwa kasus dugaan pemerasan di lingkungan Kementerian Pertanian (Kementan). ""Sidang terbuka untuk umum, jadwal sidang pagi, pukul 10.00 WIB,"" kata Pejabat Humas PT DKI Jakarta, Sugeng Riyono kepada Kompas.com, Senin (9/9/2024) malam. Adapun perkara nomor 46/PID.SUS-TPK/2024/PT DKI ini bakal diadili oleh Hakim Artha Theresia sebagai Ketua Majelis bersama Hakim Subachran Hardi Mulyono, Hakim Teguh Hariyanto, Hakim Anthon R. Saragih dan Hakim Hotma Maya Marbun sebagai anggota Majelis. Baca juga: Kuasa Hukum: Polisi Keliru Tingkatkan Kasus Pertemuan Firli dengan SYL ke Tahap Penyidikan Dalam perkara ini, SYL divonis 10 tahun penjara oleh Pengadilan Tindak Pidana Korupsi (Tipikor) pada Pengadilan Negeri (PN) Jakarta Pusat. Eks Politikus Partai Nasdem itu dinilai terbukti secara sah dan meyakinkan menurut hukum telah melakukan pemerasan di lingkungan Kementan RI. ""Menjatuhkan pidana kepada terdakwa Syahrul Yasin Limpo dengan pidana penjara selama 10 tahun dikurangi selama terdakwa berada dalam tahanan,"" kata Ketua Majelis Hakim Rianto Adam Pontoh dalam sidang di Pengadilan Tipikor Jakarta, Kamis (11/7/2024). Selain pidana badan, mantan Gubernur Sulawesi Selatan (Sulsel) itu turut dijatuhi pidana denda sebesar Rp 300 juta subsider empat bulan kurungan. Kemudian, SYL juga dijatuhi pidana uang pengganti sebesar Rp 14.147.144.786 dan 30.000 dollar Amerika Serikat (AS). Baca juga: Kuasa Hukum: Status SYL Belum Tersangka Saat Bertemu Firli Bahuri Majelis Hakim menilai, SYL telah melanggar Pasal 12 huruf e Juncto Pasal 18 Undang-Undang RI Nomor 31 Tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi Juncto Pasal 55 Ayat (1) ke-1 Kitab Undang-Undang Hukum Pidana (KUHP) Juncto Pasal 64 Ayat (1) KUHP sebagaimana dakwaan Pertama. Namun, hukuman Pengadilan Tipikor Jakarta ini lebih rendah dari tuntutan jaksa penuntut umum (JPU) Komisi Pemberantasan Korupsi (KPK) yang meminta majelis hakim menjatuhkan hukuman 12 tahun penjara dan uang pengganti sebesar Rp 44.269.777.204 ditambah 30.000 dollar AS. ","Kompas.com - 10/09/2024, 07:23 WIB",Nasional
"Jokowi Pindah Kantor ke IKN, Apa Alasan dan Agenda Utama sampai Akhir Masa Tugasnya?","JAKARTA, KOMPAS.com - Presiden Joko Widodo (Jokowi) dijadwalkan mulai berkantor di Ibu Kota Nusantara (IKN) di Kalimantan Timur pada 10 September sampai 19 Oktober 2024, menjelang masa akhir jabatannya sebagai Presiden Republik Indonesia. Selama 40 hari ke depan, Jokowi akan menjalankan sejumlah agenda penting, termasuk memimpin sidang kabinet, audiensi, dan kunjungan kerja dari pusat pemerintahan baru tersebut. Masa tugas Presiden Jokowi akan berakhir pada 20 Oktober 2024. Setelah itu Presiden terpilih Prabowo Subianto akan dilantik. Langkah ini dinilai sebagai simbol kuat untuk menegaskan komitmennya terhadap pembangunan IKN sebagai warisan yang ingin ditinggalkannya bagi masa depan bangsa. Baca juga: Agenda Presiden saat Berkantor di IKN: Mulai dari Audiensi hingga Sidang Kabinet Paripurna  Kepindahan Presiden ke IKN bukanlah sebuah kebetulan. Kepala Sekretariat Presiden, Heru Budi Hartono, menyatakan bahwa rencana ini telah disusun secara matang, dengan tujuan memperkuat posisi IKN sebagai pusat pemerintahan Indonesia di masa depan. “Rencana beliau berkantor itu sampai tanggal 19 Oktober. Kemungkinan dari tanggal 10 September sampai 19 Oktober,” kata Heru pada Jumat (6/9/2024) pekan lalu. Selain itu, Presiden juga ingin merasakan secara langsung bekerja di istana baru yang terletak di pusat pemerintahan yang telah dibangun selama masa kepemimpinannya. Keputusan Jokowi untuk berkantor di IKN juga menjadi simbol pembangunan IKN bukan hanya proyek jangka panjang, tetapi juga sebuah realitas yang sudah mulai berjalan. Istana Negara dan Istana Garuda di IKN pun sudah siap digunakan, menjadi tempat Jokowi memimpin berbagai agenda kenegaraan. Baca juga: Jokowi Sidang Kabinet Paripurna di IKN 13 September  Salah satu agenda utama Presiden Jokowi selama berkantor di IKN adalah memimpin Sidang Kabinet Paripurna, yang dijadwalkan akan berlangsung pada Jumat (13/9/2024). Sidang ini akan menjadi yang pertama kalinya dilakukan di ibu kota baru tersebut. Kepala Kantor Komunikasi Kepresidenan Hasan Nasbi, mengungkapkan sidang ini akan dihadiri oleh para menteri dan pejabat tinggi lainnya untuk membahas isu-isu strategis menjelang masa akhir jabatan Jokowi. Selain itu, selama berada di IKN, Presiden Jokowi akan menggelar berbagai audiensi dan rapat terbatas dengan pejabat terkait. Kegiatan-kegiatan ini meliputi pengarahan terkait pembangunan infrastruktur, kebijakan pemerintahan, serta evaluasi program-program strategis yang tengah berjalan. “Audiensi, rapat terbatas, sidang kabinet, dan pengarahan adalah kegiatan yang sering beliau lakukan di Istana, dan hal yang sama akan terjadi di IKN,” ujar Deputi Protokol, Pers, dan Media Sekretariat Presiden Yusuf Permana kepada Kompas.com, Senin (9/9/2024). Baca juga: Masih Jabat Seskab, Pramono Anung Siapkan Rapat Kabinet di IKN Meskipun berkantor di IKN, Jokowi tetap akan melaksanakan kunjungan kerja (kunker) ke berbagai daerah di Indonesia. IKN akan menjadi titik pemberangkatan utama untuk kunjungan kerja tersebut. Hal ini menunjukkan fleksibilitas presiden dalam menjalankan tugas-tugasnya dari ibu kota baru, sekaligus menegaskan pentingnya IKN sebagai pusat kegiatan pemerintahan. ","Kompas.com - 10/09/2024, 07:13 WIB",Nasional
"Penataan Alun-alun Bekasi: Parkir Rapi dan PKL Tertata, Jalanan Kini Lebih Lancar","JAKARTA, KOMPAS.com - Pemerintah Kota (Pemkot) melakukan penataan kantong parkir dan pedagang kaki lima (PKL) di Alun-alun Kota Bekasi. Pemerintah menyiapkan tiga kantong parkir yang bisa digunakan pengunjung Alun-alun Kota Bekasi. Ketiga kantong parkir tersebut berlokasi di Asrama Kodim 0507, Gedung Sartika, dan Masjid Al-Barkah. Tiga kantong parkir itu dapat menampung hingga 700 kendaraan. Di sekitar Alun-alun Kota Bekasi juga telah dipasang rambu larangan parkir di tepi jalan dan diletakkan traffic cone dengan tali untuk mencegah kendaraan parkir di area tersebut. Sedianya, parkir paralel di tepi jalan masih berlaku, tetapi dengan sejumlah aturan yang harus dipatuhi pengendara. Sementara, pedagang kaki lima (PKL) yang berjualan di tepi jalan Alun-alun Kota Bekasi kini diwajibkan masuk ke area alun-alun mulai pukul 16.00 WIB. Ini merupakan bagian dari penataan. Baca juga: Polisi Buru 2 DPO Pembegal Purnawirawan TNI di Bekasi Penjabat (Pj) Wali Kota Bekasi Raden Gani Muhammad menyampaikan, penataan dilakukan agar alun-alun menjadi lebih nyaman. Menurutnya, alun-alun merupakan cerminan dari sebuah kota, sehingga harus dipastikan kenyamanannya. ""Jangan etalase terdepan (kota) alun-alun itu kumuh tidak beraturan, seolah-olah tidak ada kehadiran pemerintah di situ,"" kata Ganidi Balai Kota Bekasi, Senin (12/8/2024). Adapun penataan Alun-alun Kota Bekasi dilakukan secara bertahap. Untuk tahap awal, penataan fokus terhadap lokasi parkir. Usai dilakukan penataan, kemacetan di sekitar Alun-alun Kota Bekasi disebut berkurang. Sebab, jalanan menjadi tak terlalu padat karena tidak dipenuhi kendaraan yang parkir. Renaldi (25), juru parkir resmi di wilayah tersebut mengakui, kemacetan di sekitar Alun-alun Bekasi sebelumnya dipicu karena parkir liar yang meluber ke jalan hingga menghambat lalu lintas. ""Kalau menurut saya sih, emang dari situ awalnya, banyaknya parkir liar pemicu kemacetan,"" kata Renaldi di Alun-alun Kota Bekasi, Senin (9/9/2024). Renaldi bilang, jalan sekitar Alun-alun Kota Bekasi tak lagi semrawut usai ditata kantong parkirnya. Hanya saja, lalu lintas terkadang sedikit tersendat karena pengemudi ojekonlineyang menurunkan penumpang. ""Ini sebelumnya lebih semrawut, bikin macet, jadi ditata. Ya alhamdulillah makin ke sini berkurang kepadatan, jalanan lancar, paling (tersendat karena ojol) yang menurunkan penumpang,"" kata Renaldi. Renaldi pun menilai, pengunjung Alun-alun Kota Bekasi menjadi lebih ramai usai dilakukan penataan. ","Kompas.com - 10/09/2024, 07:09 WIB",Megapolitan
Jusuf Kalla Minta Prabowo Pilih Menteri yang Kuasai Bidangnya,"JAKARTA, KOMPAS.com - Wakil Presiden ke-10 dan 12 RI Jusuf Kalla meminta presiden terpilih Prabowo Subianto untuk mengisi kabinetnya dengan orang-orang yang profesional. Bagi Kalla, standar itu mesti diterapkan baik untuk menteri yang berlatar belakang politikus maupun independen. “Ya memilih profesional. Baik profesional dari partai dan profesional dari pada yang independen,” ujar Kalla di kediamannya, Jalan Brawijaya, Jakarta Selatan, Senin (9/9/2024) malam. Baca juga: Prabowo Usung Zaken Kabinet, Harapan Baru untuk Profesionalisme Pemerintahan? Ia menyatakan, semua menteri harus benar-benar menguasai bidangnya. Tanpa kemampuan mumpuni, roda pemerintahan tidak akan berjalan optimal. “Ya semuanya harus menguasai bidangnya. Jangan terjadi nanti menteri tidak menguasai bidangnya, wah sangat merugikan,” tuturnya. Diketahui saat ini Koalisi Indonesia Maju (KIM) mulai membahas soal formasi kabinet Prabowo dan wakil presiden terpilih Gibran Rakabuming Raka. Baca juga: Ditemani Thomas Djiwandono, Sri Mulyani Laporkan Perkembangan APBN ke Presiden Terpilih Prabowo Subianto Sekretaris Jenderal (Sekjen) Partai Gerindra Ahmad Muzani menyatakan partai politik (parpol) anggota KIM mulai menyetorkan nama-nama kadernya untuk menjadi menteri. Namun, keputusan tetap berada di tangan Prabowo dan Gibran yang saat ini masih membahas dan terus mencari kandidat yang pas. ","Kompas.com - 10/09/2024, 06:56 WIB",Nasional
